term,int_rate,installment,dti,home_ownership,purpose,verification_status,loan_status,term_num,int_rate_num,risk_flag
 36 months,0.0963,38.52,0.1667,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0963,1
 36 months,0.0749,777.55,0.1705,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0749,1
 36 months,0.0749,391.89,0.1767,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0749,1
 36 months,0.0766,171.49,0.2057,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0766,1
 36 months,0.0579,326.02,0.0923,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0579,1
 36 months,0.0894,317.72,0.0433,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0894,1
 36 months,0.1183,662.68,0.1072,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1183,1
 36 months,0.1074,782.78,0.2898,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1074,1
 36 months,0.1059,520.72,0.1092,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1059,1
 36 months,0.1149,758.34,0.0822,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1149,1
 36 months,0.0999,571.05,0.1983,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0999,1
 36 months,0.1136,822.78,0.1715,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1136,1
 36 months,0.1199,564.57,0.1156,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1199,1
 36 months,0.1171,396.92,0.0857,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1171,1
 36 months,0.1099,327.34,0.2346,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1099,1
 36 months,0.1253,522.08,0.0905,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1253,1
 36 months,0.1221,359.81,0.1268,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1221,1
 36 months,0.1,161.34,0.1828,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1,1
 36 months,0.1253,301.2,0.0976,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1253,1
 36 months,0.1065,289.09,0.1131,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1065,1
 36 months,0.1171,148.85,0.1587,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1171,1
 36 months,0.0991,460.82,0.2511,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0991,1
 36 months,0.1218,499.5,0.2124,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1218,1
 36 months,0.1111,792.72,0.296,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1111,1
 36 months,0.1099,161.22,0.1932,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1099,1
 36 months,0.1036,162.19,0.0189,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1036,1
 36 months,0.1242,284.03,0.0894,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1242,1
 36 months,0.1199,531.36,0.0717,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1199,1
 36 months,0.1038,778.71,0.1093,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1038,1
 36 months,0.1037,778.59,0.0371,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1037,1
 36 months,0.1158,396.17,0.1389,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1158,1
 36 months,0.1189,497.46,0.0734,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1189,1
 36 months,0.1189,198.99,0.1587,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1189,1
 36 months,0.1146,329.57,0.0785,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1146,1
 36 months,0.1114,656.07,0.0082,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1114,1
 36 months,0.1269,167.73,0.1328,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1269,1
 36 months,0.1148,337.93,0.1113,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1148,1
 36 months,0.1,309.77,0.2311,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1,1
 36 months,0.1158,330.14,0.0832,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1158,1
 36 months,0.1158,379.66,0.237,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1158,1
 36 months,0.0962,441.23,0.2391,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0962,1
 36 months,0.0991,451.15,0.0965,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.0991,1
 36 months,0.1099,502.47,0.086,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1099,1
 36 months,0.1199,166.05,0.2425,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1199,1
 36 months,0.1036,259.5,0.2018,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1036,1
 36 months,0.1038,251.46,0.2364,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1038,1
 36 months,0.1065,179.16,0.135,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1065,1
 36 months,0.1199,199.26,0.0915,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1199,1
 36 months,0.1062,814.0,0.1617,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1062,1
 36 months,0.1221,666.3,0.1202,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1221,1
 36 months,0.1065,1140.07,0.0896,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1065,1
 36 months,0.1099,654.71,0.2102,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1099,1
 36 months,0.1075,391.45,0.1757,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1075,1
 36 months,0.1322,669.26,0.1705,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1322,1
 36 months,0.1311,674.9,0.1429,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1311,1
 36 months,0.1427,68.62,0.08,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1427,1
 36 months,0.1422,831.41,0.1291,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1422,1
 36 months,0.1323,743.71,0.0945,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1323,1
 36 months,0.1398,341.68,0.1253,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1398,1
 36 months,0.1322,255.2,0.1349,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1322,1
 36 months,0.1427,364.54,0.1254,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1427,1
 36 months,0.1209,399.09,0.1104,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1209,1
 36 months,0.1349,848.27,0.2456,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1287,815.61,0.0808,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1287,1
 36 months,0.1349,597.18,0.1267,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1298,168.43,0.098,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1298,1
 36 months,0.1479,293.79,0.2447,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1479,1
 36 months,0.1427,171.55,0.1954,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1427,1
 36 months,0.1527,346.24,0.2354,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1527,1
 36 months,0.1479,197.88,0.1435,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1479,1
 36 months,0.1343,678.03,0.1026,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1343,1
 36 months,0.1427,343.09,0.231,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1427,1
 36 months,0.1347,678.46,0.0728,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1347,1
 36 months,0.1523,1112.9,0.072,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1523,1
 36 months,0.1253,401.6,0.1188,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1253,1
 36 months,0.138,852.02,0.1287,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.138,1
 36 months,0.1385,511.56,0.1074,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1385,1
 36 months,0.1349,212.07,0.242,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1361,407.87,0.2273,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1361,1
 36 months,0.1398,328.02,0.1868,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1398,1
 36 months,0.1422,265.71,0.2135,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1422,1
 36 months,0.1178,827.74,0.102,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1178,1
 36 months,0.1417,685.21,0.1995,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1417,1
 36 months,0.1527,751.64,0.0951,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1527,1
 36 months,0.1284,645.47,0.2021,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1284,1
 36 months,0.1527,695.96,0.136,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1527,1
 36 months,0.1527,521.97,0.148,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1527,1
 36 months,0.1417,137.05,0.2271,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1417,1
 36 months,0.1268,368.95,0.2359,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1268,1
 36 months,0.1427,857.73,0.1459,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1427,1
 36 months,0.1299,168.45,0.1689,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1299,1
 36 months,0.1465,482.92,0.2597,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1465,1
 36 months,0.1454,551.05,0.1299,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1454,1
 36 months,0.1484,795.51,0.1929,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1484,1
 36 months,0.1521,312.92,0.138,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1521,1
 36 months,0.1557,873.63,0.1134,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1557,1
 36 months,0.1689,57.85,0.2358,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1689,1
 36 months,0.1521,269.46,0.0819,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1521,1
 36 months,0.1599,263.65,0.2249,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1599,1
 36 months,0.1461,172.38,0.0025,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1461,1
 36 months,0.1599,527.29,0.1692,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1599,1
 36 months,0.1505,346.92,0.1192,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1505,1
 36 months,0.1557,873.63,0.0674,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1557,1
 36 months,0.1411,308.06,0.0821,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1411,1
 36 months,0.1562,78.69,0.2061,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1562,1
 36 months,0.1442,524.34,0.2064,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1442,1
 36 months,0.1557,873.63,0.0917,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1557,1
 36 months,0.1677,284.31,0.0301,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1677,1
 36 months,0.1521,834.44,0.1707,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1521,1
 36 months,0.1411,205.38,0.1967,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1411,1
 36 months,0.1521,292.06,0.1986,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1521,1
 36 months,0.1531,515.27,0.155,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1531,1
 36 months,0.1533,870.71,0.1522,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1533,1
 36 months,0.1562,279.76,0.1587,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1562,1
 36 months,0.1528,174.02,0.1219,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1528,1
 36 months,0.1562,1049.1,0.2363,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1562,1
 36 months,0.1677,355.39,0.0957,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1677,1
 36 months,0.1677,888.46,0.2069,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1677,1
 36 months,0.1367,489.86,0.1301,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1367,1
 36 months,0.1533,870.71,0.185,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1533,1
 36 months,0.1599,228.49,0.202,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1599,1
 36 months,0.1649,934.55,0.1685,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1649,1
 36 months,0.1496,866.13,0.1655,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1496,1
 36 months,0.1649,1061.99,0.1944,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1649,1
 36 months,0.1682,711.27,0.1538,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1682,1
 36 months,0.1839,363.49,0.1772,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1839,1
 36 months,0.1839,1090.46,0.1204,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1839,1
 36 months,0.1557,244.62,0.0272,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1557,1
 36 months,0.1568,525.03,0.2216,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1568,1
 36 months,0.1663,532.05,0.1115,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1663,1
 36 months,0.164,883.88,0.0819,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.164,1
 36 months,0.1774,720.42,0.1406,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1774,1
 36 months,0.1525,556.61,0.1148,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1525,1
 36 months,0.1645,353.8,0.1524,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1645,1
 36 months,0.1774,720.42,0.0889,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1774,1
 36 months,0.1979,926.37,0.2258,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1979,1
 36 months,0.1867,583.85,0.184,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1867,1
 36 months,0.1974,666.57,0.1406,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1974,1
 36 months,0.178,901.31,0.0892,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.178,1
 36 months,0.1758,790.73,0.1403,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1758,1
 36 months,0.2248,691.91,0.1932,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.2248,1
 36 months,0.1474,518.06,0.221,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1474,1
 36 months,0.1695,320.65,0.1167,MORTGAGE,Debt consolidation,Verified,Charged Off,36.0,0.1695,1
 36 months,0.1148,659.37,0.0662,OTHER,Debt consolidation,Verified,Charged Off,36.0,0.1148,1
 36 months,0.1114,519.94,0.095,OTHER,Debt consolidation,Verified,Charged Off,36.0,0.1114,1
 36 months,0.0751,373.33,0.0976,OWN,Debt consolidation,Verified,Charged Off,36.0,0.0751,1
 36 months,0.1218,807.53,0.1741,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1218,1
 36 months,0.1074,301.7,0.1263,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1074,1
 36 months,0.1065,535.83,0.2319,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1065,1
 36 months,0.1212,323.57,0.2469,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1212,1
 36 months,0.0888,222.21,0.1676,OWN,Debt consolidation,Verified,Charged Off,36.0,0.0888,1
 36 months,0.1398,560.36,0.2239,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1398,1
 36 months,0.1472,483.4,0.2152,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1472,1
 36 months,0.1316,624.75,0.2167,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1316,1
 36 months,0.1565,554.53,0.2284,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1565,1
 36 months,0.1461,172.38,0.1862,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1461,1
 36 months,0.1562,874.25,0.2196,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1562,1
 36 months,0.1864,222.5,0.1267,OWN,Debt consolidation,Verified,Charged Off,36.0,0.1864,1
 36 months,0.0691,222.02,0.0087,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0691,1
 36 months,0.0542,301.6,0.1284,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0542,1
 36 months,0.0714,247.53,0.2086,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0714,1
 36 months,0.0766,216.7,0.1575,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0766,1
 36 months,0.079,563.23,0.1507,RENT,Debt consolidation,Verified,Charged Off,36.0,0.079,1
 36 months,0.0692,262.15,0.1875,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0692,1
 36 months,0.0751,575.56,0.0902,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0751,1
 36 months,0.0599,395.43,0.066,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0599,1
 36 months,0.0751,311.11,0.2446,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0751,1
 36 months,0.079,375.49,0.0489,RENT,Debt consolidation,Verified,Charged Off,36.0,0.079,1
 36 months,0.08,313.37,0.0762,RENT,Debt consolidation,Verified,Charged Off,36.0,0.08,1
 36 months,0.0691,154.18,0.085,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0691,1
 36 months,0.0963,320.95,0.199,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0963,1
 36 months,0.1037,324.42,0.2088,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1037,1
 36 months,0.1221,666.3,0.1463,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1221,1
 36 months,0.1171,496.14,0.1756,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1171,1
 36 months,0.1146,230.7,0.0874,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1146,1
 36 months,0.1099,654.71,0.2091,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1099,1
 36 months,0.1183,331.34,0.2413,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1183,1
 36 months,0.1099,833.9,0.2306,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1099,1
 36 months,0.1171,330.76,0.2468,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1171,1
 36 months,0.1037,324.42,0.0302,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1037,1
 36 months,0.1186,298.33,0.0443,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1186,1
 36 months,0.1039,48.68,0.1317,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1039,1
 36 months,0.1059,650.9,0.0144,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1059,1
 36 months,0.1,45.18,0.1068,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1,1
 36 months,0.1126,709.85,0.0791,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1126,1
 36 months,0.1149,131.89,0.216,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1149,1
 36 months,0.1149,584.42,0.1316,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1149,1
 36 months,0.1148,464.04,0.1633,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1148,1
 36 months,0.1025,64.77,0.1704,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1025,1
 36 months,0.1039,243.38,0.0326,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1039,1
 36 months,0.1099,818.38,0.134,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1099,1
 36 months,0.1038,162.23,0.1435,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1038,1
 36 months,0.1075,489.31,0.2189,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1075,1
 36 months,0.1065,221.5,0.0679,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1065,1
 36 months,0.1269,402.54,0.2453,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1269,1
 36 months,0.1253,669.33,0.2456,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1253,1
 36 months,0.1075,195.73,0.2276,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1075,1
 36 months,0.1269,1006.35,0.1833,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1269,1
 36 months,0.1189,215.57,0.0857,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1189,1
 36 months,0.1074,228.32,0.1929,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1074,1
 36 months,0.1112,196.78,0.1622,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1112,1
 36 months,0.1083,163.3,0.2153,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1083,1
 36 months,0.1112,131.19,0.1525,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1112,1
 36 months,0.1036,373.02,0.1632,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1036,1
 36 months,0.1221,99.95,0.0988,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1221,1
 36 months,0.0962,222.22,0.154,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0962,1
 36 months,0.1036,810.92,0.1632,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1036,1
 36 months,0.0999,243.59,0.18,RENT,Debt consolidation,Verified,Charged Off,36.0,0.0999,1
 36 months,0.1112,655.92,0.139,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1112,1
 36 months,0.1036,38.93,0.248,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1036,1
 36 months,0.1059,288.84,0.1554,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1059,1
 36 months,0.1316,337.71,0.1547,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1316,1
 36 months,0.1347,441.0,0.1244,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1347,1
 36 months,0.1178,662.19,0.1542,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1178,1
 36 months,0.1299,1179.12,0.1154,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1299,1
 36 months,0.1427,1200.82,0.1663,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1427,1
 36 months,0.1306,222.58,0.2208,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1306,1
 36 months,0.1379,681.51,0.1494,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1379,1
 36 months,0.1349,339.31,0.2439,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1398,287.02,0.144,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1398,1
 36 months,0.1322,676.02,0.0065,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1322,1
 36 months,0.1435,111.64,0.1482,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1435,1
 36 months,0.1306,168.62,0.0678,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1306,1
 36 months,0.1322,676.02,0.2489,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1322,1
 36 months,0.1298,464.01,0.15,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1298,1
 36 months,0.1392,256.03,0.139,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1392,1
 36 months,0.1347,407.08,0.1774,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1347,1
 36 months,0.1347,508.84,0.1189,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1347,1
 36 months,0.1349,271.45,0.0762,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1347,135.7,0.1786,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1347,1
 36 months,0.1349,203.59,0.1781,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1261,150.78,0.2312,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1261,1
 36 months,0.1349,678.61,0.1414,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1349,1
 36 months,0.1299,572.72,0.1597,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1299,1
 36 months,0.1399,184.54,0.0472,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1399,1
 36 months,0.1379,408.91,0.1346,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1379,1
 36 months,0.1472,120.85,0.193,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1472,1
 36 months,0.1372,374.46,0.1852,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1372,1
 36 months,0.1322,515.46,0.2241,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1322,1
 36 months,0.1392,290.17,0.1605,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1392,1
 36 months,0.1379,286.24,0.2475,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1379,1
 36 months,0.1348,407.09,0.0432,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1348,1
 36 months,0.1361,849.72,0.1631,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1361,1
 36 months,0.1361,101.97,0.1194,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1361,1
 36 months,0.138,136.33,0.133,RENT,Debt consolidation,Verified,Charged Off,36.0,0.138,1
 36 months,0.1134,263.2,0.0875,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1134,1
 36 months,0.1372,170.21,0.1221,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1372,1
 36 months,0.1427,274.48,0.073,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1427,1
 36 months,0.1311,742.39,0.2122,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1311,1
 36 months,0.1398,102.51,0.1651,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1398,1
 36 months,0.1398,828.58,0.1178,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1398,1
 36 months,0.1335,135.46,0.1703,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1335,1
 36 months,0.1128,167.65,0.1468,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1128,1
 36 months,0.1343,77.98,0.18,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1343,1
 36 months,0.1268,402.49,0.2258,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1268,1
 36 months,0.1527,173.99,0.1293,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1527,1
 36 months,0.1527,194.87,0.248,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1527,1
 36 months,0.1596,90.48,0.1967,RENT,Debt consolidation,Verified,Charged Off,36.0,0.1596,1
